1.99885,1.99885,0.4913,0,0.249924
3.99667,1.99834,1.34693,0,2.9011
5.99654,1.99885,1.83502,0,7.13102
7.99437,1.99859,2.01009,0,7.95468
9.99117,1.99823,2.18925,0,12.5998
11.9859,1.99765,2.48473,8.53388e-05,19.0542
13.911,1.98729,3.91528,0.00402812,152.159
8.04864,1.00608,14.7481,0.104797,1349.38
5.60845,0.623161,19.0932,0.171368,1737.21
8.07731,0.807731,14.9399,0.10321,1402.49
5.22752,0.475229,19.3623,0.181702,1753.81
3.7335,0.311125,22.1353,0.259035,1948.92
2.94912,0.226855,23.8069,0.319438,2087.39
3.88301,0.277358,21.7214,0.256954,1951.14
2.69926,0.179951,23.7226,0.34124,2036.9
3.8871,0.242944,22.0448,0.253216,1993.46
1.77152,0.104207,25.9439,0.458372,2217.12
2.54362,0.141312,24.3989,0.363521,2141.22
2.21901,0.11679,25.3261,0.405128,2221.38
1.76538,0.0882688,26.24,0.459393,2279.73
