0.18432,0.009216,5.78644,0,100.55
1.00352,0.050176,6.42414,0,134.085
1.8135,0.0906752,6.08453,0,113.146
2.62042,0.131021,6.3347,0.000384615,132.55
3.44064,0.172032,6.24238,0,133.58
4.23936,0.211968,6.31042,0,138.388
5.05754,0.252877,6.4201,0.000200803,145.235
5.87162,0.293581,6.39128,0,140.187
6.67648,0.333824,6.23439,0,132.201
7.49158,0.374579,6.37955,0.000135925,143.658
8.30362,0.415181,6.29747,0.000122699,138.002
9.11155,0.455578,6.20339,0.000223714,129.527
9.92256,0.496128,6.38929,0.00061627,152.183
2.7136,0.13568,20.1649,0.330179,1688.65
1.55034,0.0775168,26.1729,0.495618,2241.57
3.5113,0.175565,17.5478,0.264731,1458.7
2.68186,0.134093,21.6398,0.342411,1907.24
1.61894,0.0809472,26.4652,0.482605,2277.81
1.66605,0.0833024,26.1036,0.47526,2235.54
1.54931,0.0774656,26.1967,0.495288,2247.06
1.50016,0.075008,26.7055,0.50215,2288.59
1.70189,0.0850944,25.794,0.470075,2218.79
1.70496,0.085248,26.0063,0.468682,2232.76
1.64352,0.082176,26.0342,0.480076,2239.52
1.44179,0.0720896,26.2007,0.515578,2193.84
1.45408,0.072704,26.751,0.509573,2327.06
1.53293,0.0766464,26.2708,0.499022,2219.91
1.67731,0.0838656,26.1799,0.472327,2285.67
1.69779,0.0848896,26.0121,0.470698,2261.8
1.5401,0.0770048,26.4933,0.496738,2262.99
1.88211,0.0941056,25.7833,0.442233,2213.26
1.76333,0.0881664,26.2547,0.458845,2301.83
1.31891,0.0659456,27.2399,0.535502,2348.73
1.95584,0.097792,25.3698,0.432189,2203.21
1.43974,0.0719872,27.0303,0.513959,2369.08
1.59642,0.0798208,26.0959,0.487992,2225.8
1.7879,0.0893952,25.8623,0.457447,2224.16
1.64454,0.0822272,26.3169,0.477266,2209.75
1.75821,0.0879104,26.1495,0.461656,2294.15
1.66605,0.0833024,26.3219,0.475244,2244.94
1.71622,0.0858112,26.4511,0.469224,2326.67
1.66707,0.0833536,26.4402,0.474811,2290.54
1.72954,0.0864768,25.8421,0.464042,2201.42
1.54829,0.0774144,26.8484,0.495285,2338.37
1.80122,0.0900608,25.9148,0.455344,2255.63
1.66502,0.0832512,26.4581,0.47643,2285.07
1.72237,0.0861184,26.2589,0.465715,2267.56
1.84832,0.092416,26.2206,0.446911,2310.6
1.5913,0.0795648,26.1313,0.487601,2198.61
1.76538,0.0882688,26.24,0.459393,2279.73
