0.18432,0.009216,50.1762,0,1148.76
1.00352,0.050176,49.2646,0,1180.91
1.81658,0.0908288,49.6387,0,1183.19
2.62144,0.131072,49.4993,0,1162.79
3.44064,0.172032,49.5941,0,1178.14
4.24346,0.212173,49.4575,0,1168.36
5.05856,0.252928,49.1643,0,1164.35
5.87776,0.293888,49.1033,0,1149.28
6.6775,0.333875,49.0847,0,1158.57
7.49568,0.374784,48.9948,0,1154.83
8.30874,0.415437,48.9959,0,1147
9.1136,0.45568,49.0457,0,1154.58
9.9328,0.49664,48.9311,0,1150.26
10.7387,0.536934,48.7873,0,1144.18
11.5497,0.577485,48.6731,0,1138.12
12.3638,0.618189,48.6802,0,1142.13
13.1686,0.658432,47.5714,0,1112.68
13.9766,0.698829,46.1784,0,1059.45
14.7866,0.739328,44.2323,0,984.383
15.5986,0.77993,42.2687,0,914.944
15.7614,0.78807,44.2529,0.000647585,997.785
15.8761,0.793805,44.2068,0.000321564,984.123
15.7747,0.788736,44.4066,0.000840988,993.509
15.8372,0.791859,44.3712,0.000386822,999.291
15.8013,0.790067,44.3826,0.000710503,999.25
15.8996,0.794982,44.2202,0.000321089,989.574
15.8331,0.791654,44.3648,0.000644662,996.9
15.7932,0.789658,44.4494,0.000646287,999.936
15.7491,0.787456,44.4851,0.00110125,1007.63
15.9007,0.795034,44.155,0.000706124,987.899
15.8802,0.79401,44.2564,0.000514304,994.045
15.8054,0.790272,44.4226,0.000645786,999.856
15.8915,0.794573,44.3606,0.000513908,1003.3
15.9252,0.796262,44.0849,0.000512821,973.138
15.7204,0.786022,44.5321,0.000973647,999.664
15.8536,0.792678,44.3868,0.000386399,998.313
15.8689,0.793446,44.3323,0.000643211,1000.07
15.87,0.793498,44.2855,0.000514602,990.916
15.7768,0.788838,44.456,0.000517632,999.202
15.8239,0.791194,44.3034,0.000516129,991.571
15.9304,0.796518,44.1305,0.000576701,987.472
15.8331,0.791654,44.3046,0.000773495,994.532
15.8044,0.790221,44.295,0.000903926,986.446
15.8034,0.79017,44.4091,0.00064587,1000.57
15.7798,0.788992,44.5593,0.000388224,1009.92
15.9283,0.796416,44.1227,0.000192332,981.61
15.8024,0.790118,44.4732,0.000645911,1002.81
15.8607,0.793037,44.3839,0.000579225,1004.9
15.7379,0.786893,44.4768,0.000713359,996.844
15.8525,0.792627,44.4626,0.000579524,1006.49
