1.99885,1.99885,31.108,0,347.077
3.99667,1.99834,46.3445,0,1103.37
5.99654,1.99885,46.242,0,1086.75
7.99437,1.99859,44.638,0,1021.08
9.99117,1.99823,42.2437,0,925.703
11.99,1.99834,40.9029,0,866.011
13.9817,1.99739,38.7905,0,761.859
15.9304,1.9913,37.404,0,679.548
16.127,1.79189,38.6415,0,735.322
16.3164,1.63164,38.8892,0,761.259
16.2447,1.47679,39.9829,0,808.368
16.3604,1.36337,40.0591,0,817.475
16.2877,1.2529,40.7781,0,850.703
16.2458,1.16041,41.3915,0.000188727,875.529
16.1731,1.0782,42.1316,6.31912e-05,904.843
16.13,1.00813,42.4237,0.000126695,907.588
16.0891,0.946417,42.9271,6.35042e-05,935.042
16.0829,0.893497,43.3513,0.000190537,953.71
15.9642,0.840219,43.8961,0.000255902,981.467
15.8525,0.792627,44.4626,0.000579524,1006.49
